CNPJ_Fundo_Classe;Data_Referencia;Versao;Tipo;Emissor;CNPJ_Emissor;Emissao;Serie;Codigo_Acao;Nome_Ativo;Data_Vencimento;Quantidade;Valor
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;491;;;;101400;147850395.76
30.248.180/0001-96;2024-12-31;1;CRI/CRA;OPEA SECURITIZADORA S/A;2773542000122;1;376;;;;665;522232.15
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;598;;;;3846;3634003.66
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;459;;;;253;86320.6
30.248.180/0001-96;2024-12-31;1;FII;FII IC LOTEAMENTOS;38498758000174;;;;;;200000;17822622.43
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;455;;;;13513;12871618.87
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;487;;;;2100;1496573.45
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;607;;;;25635;24153911.65
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;559;;;;2730;2988555.59
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;441;;;;35903;36162705.85
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;425;;;;3400;4364074.11
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;649;;;;13381;8218640.87
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;504;;;;3195;3073531.57
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;630;;;;3578;3631538.19
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;456;;;;13512;13536876.29
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;612;;;;763;802297.59
30.248.180/0001-96;2024-12-31;1;CRI/CRA;BASE SECURITIZADORA S.A.;35082277000195;8;1;;;;40165;38319343.71
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;219;;;;1200;603710.64
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;448;;;;11078;12104811.93
30.248.180/0001-96;2024-12-31;1;Outras Cotas de FI;Bradesco Empresas FIC Referenciado DI;5629904000102;;;;;;134.6315;1093.7
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;588;;;;6454;1565842.4
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;627;;;;10500;14665263.37
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;599;;;;17470;16904399.62
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;535;;;;20800;21298229.7
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;515;;;;582;334358.78
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;613;;;;398;473083.46
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;589;;;;4187;1312503.89
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;576;;;;5664;5513804.48
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;417;;;;1968;1461564.16
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;449;;;;42241;42334582.23
30.248.180/0001-96;2024-12-31;1;CRI/CRA;BASE SECURITIZADORA S.A.;35082277000195;1;20;;;;35791;44869064.96
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;626;;;;24500;32057103.5
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;621;;;;77599;106297375
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;620;;;;181061;232353360.39
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;347;;;;9860;14069380.8
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;628;;;;32400;34242374.52
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;611;;;;601;772818.16
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;454;;;;7105;7176984.14
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;447;;;;26758;25633227.93
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;619;;;;13906;17794957.29
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;445;;;;31433;29613438.31
30.248.180/0001-96;2024-12-31;1;CRI/CRA;OPEA SECURITIZADORA S/A;2773542000122;1;381;;;;1973;1918020.73
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;495;;;;23030;28413636.62
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;516;;;;1560;1111562.67
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;339;;;;4000;3876724.36
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;606;;;;6963;6233257.35
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;699;;;;4898;4888567.82
30.248.180/0001-96;2024-12-31;1;CRI/CRA;OPEA SECURITIZADORA S/A;2773542000122;1;243;;;;51200;43342668.97
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;536;;;;3500;3723772.29
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;571;;;;9100;8632299.33
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;450;;;;19775;20851803.78
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;631;;;;2381;2458517.54
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;625;;;;10846;15148523.73
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;575;;;;29774;28984465.8
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;615;;;;200;245528.72
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;503;;;;14910;14346501.24
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;520;;;;2140;1569280.18
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;609;;;;3300;3910537.72
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;452;;;;14525;15043092.88
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;338;;;;244;232302.61
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;488;;;;2380;1852356.19
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;526;;;;951;276344.89
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;494;;;;25000;33942739.45
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;439;;;;9119;10416559.96
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;340;;;;4000;3784163.61
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;685;;;;19557;20912830.17
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;700;;;;50;36842.58
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;492;;;;90000;124636674.87
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;587;;;;1181;994062.64
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;341;;;;32800;31853880.25
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;493;;;;35000;49766145.17
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;614;;;;800;848031.88
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;496;;;;22949;27333819.65
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;451;;;;14525;14302755.3
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;618;;;;32627;39113753.68
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;337;;;;18000;16754923.62
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;563;;;;11375;11031132.43
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;421;;;;5000;7676343.93
30.248.180/0001-96;2024-12-31;1;Outras Cotas de FI;BEYOND SOBERANO FIC FI RF DI;50628101000180;;;;;;20998394.979;24458189
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;584;;;;32858;31637611.16
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;585;;;;45000;42165897.86
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;519;;;;1205;859008.54
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;560;;;;1170;1302656.18
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;422;;;;22600;29695706.54
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;591;;;;4063;1255166.81
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;345;;;;10640;15161380.97
30.248.180/0001-96;2024-12-31;1;CRI/CRA;BASE SECURITIZADORA S.A.;35082277000195;1;19;;;;40251;47480587.04
30.248.180/0001-96;2024-12-31;1;FII;HECTARE RECEBÍVEIS HIGH GRADE FII - HCHG11;34508959000154;;;;;;971783;67286254.92
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;716;;;;5280;3854460.77
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;418;;;;1312;1038704.96
30.248.180/0001-96;2024-12-31;1;FII;HCST13;31152015000107;;;;;;63406;3209611.72
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;590;;;;12187;2954995.12
30.248.180/0001-96;2024-12-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;443;;;;16593;15748993.07
30.492.505/0001-81;2024-03-31;1;Outras Cotas de FI;ITAU FINANC. TRUST DI;04.220.338/0001-00;;;;;;2657.7471;961842.22
30.492.505/0001-81;2024-06-30;1;Outras Cotas de FI;ITAU FINANC. TRUST DI;04.220.338/0001-00;;;;;;11972.74;4450139.47
30.492.505/0001-81;2024-09-30;1;Outros Ativos Financeiros;ITAU FINANC. TRUST DI;04.220.338/0001-00;;;;CDB;;15086.85;5764287.5
30.492.505/0001-81;2024-12-31;1;Outros Ativos Financeiros;ITAU FINANC. TRUST DI;04.220.338/0001-00;;;;CDB;;6389.17915;2504263.64
30.495.165/0001-42;2024-03-31;1;Outras Cotas de FI;OT SOBERANO;17455369000191;;;;;;6141.27133353;15842914.33
30.495.165/0001-42;2024-06-28;1;Outras Cotas de FI;OT SOBERANO FIRF REF DI LP;17455369000191;;;;;;3909.46;10334742.07
30.495.165/0001-42;2024-09-30;1;Outras Cotas de FI;OT SOBERANO FIRF REF DI LP;17455369000191;;;;;;3453.47;9365887.53
30.495.165/0001-42;2024-12-31;1;Outras Cotas de FI;OT SOBERANO FIRF REF DI LP;17455369000191;;;;;;2676.02;7446675.63
30.567.216/0001-02;2024-03-31;1;Outros Ativos Financeiros;Aplicação DIFCP FICFI Banco Itaú;60701190000104;;;;CDB;;13800.18;313225.04
30.567.216/0001-02;2024-03-31;1;Outros Ativos Financeiros;Aplicação Trust DI Banco Itaú;60701190000104;;;;CDB;;1;37208953.889
30.567.216/0001-02;2024-06-30;1;Outros Ativos Financeiros;Aplicação DIFCP FICFI Banco Itaú;60701190000104;;;;CDB;;13800.18;316599.42
30.567.216/0001-02;2024-06-30;1;Outros Ativos Financeiros;Aplicação Trust DI Banco Itaú;60701190000104;;;;CDB;;1;35502582.38
30.567.216/0001-02;2024-09-30;1;Outros Ativos Financeiros;Aplicação Trust DI Banco Itaú;60701190000104;;;;CDB;;80970.5;30936689.66
30.567.216/0001-02;2024-09-30;1;FII;TJK RENDA IMOBILIÁRIA FII;;;;;;;1;11690000
30.567.216/0001-02;2024-12-31;1;FII;TJK RENDA IMOBILIÁRIA FII;;;;;;;1;11690000
30.567.216/0001-02;2024-12-31;1;Outros Ativos Financeiros;Aplicação Trust DI Banco Itaú;60701190000104;;;;CDB;;80970.5;23726675.44
30.578.275/0001-78;2024-03-28;1;Ações de Sociedades;RESERVA DAS GOIABEIRAS lMOBltEilA E CONSTRUCOES S.A- RESGOI;21301070000150;;;;;;10065906;6652197.62
30.578.275/0001-78;2024-06-28;1;Ações de Sociedades;RESERVA DAS GOIABEIRAS lMOBltEilA E CONSTRUCOES S.A- RESGOI;21301070000150;;;;;;10065906;6652197.62
30.578.275/0001-78;2024-09-30;1;Ações de Sociedades;RESERVA DAS GOIABEIRAS lMOBltEilA E CONSTRUCOES S.A- RESGOI;21301070000150;;;;;;10065906;6652197.62
30.578.275/0001-78;2024-12-31;1;Ações de Sociedades;RESERVA DAS GOIABEIRAS lMOBltEilA E CONSTRUCOES S.A- RESGOI;21301070000150;;;;;;10065906;6675497.27
30.578.351/0001-45;2024-03-28;1;Ações de Sociedades;MISSY EMPREENDIMENTOS E PARTICIPAÇÕES S.A;30680817000119;;;;;;29575915;71366327.69
30.578.351/0001-45;2024-06-28;1;Ações de Sociedades;MISSY EMPREENDIMENTOS E PARTICIPAÇÕES S.A;30680817000119;;;;;;29575915;71366327.69
30.578.351/0001-45;2024-09-30;1;Ações de Sociedades;MISSY EMPREENDIMENTOS E PARTICIPAÇÕES S.A;30680817000119;;;;;;29575915;71366327.69
30.578.351/0001-45;2024-12-31;1;Ações de Sociedades;MISSY EMPREENDIMENTOS E PARTICIPAÇÕES S.A;30680817000119;;;;;;29575915;71366327.69
30.578.417/0001-05;2024-03-28;1;CRI/CRA;HABITASEC SECURITIZADORA S/A - 21D0864264;9304427000158;1;255;;;;5800;4494132.79
30.578.417/0001-05;2024-03-28;1;CRI/CRA;OPEA SECURITIZADORA S/A - 22I0149814;2773542000122;56;3;;;;5000;4186928.23
30.578.417/0001-05;2024-03-28;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO - 21A0850298;8769451000108;4;185;;;;46500;1923023.32
30.578.417/0001-05;2024-03-28;1;CRI/CRA;OPEA SECURITIZADORA S/A - 21L0967725;2773542000122;1;460;;;;8500;7610384.45
30.578.417/0001-05;2024-03-28;1;CRI/CRA;OPEA SECURITIZADORA S/A - 21H0849974;2773542000122;4;198;;;;9000;4008062.84
30.578.417/0001-05;2024-03-28;1;CRI/CRA;OPEA SECURITIZADORA S/A - 20L0871063;2773542000122;1;291;;;;11100;7412213.95
30.578.417/0001-05;2024-03-28;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO - 22B0653556;8769451000108;4;449;;;;40491;3706938.49
30.578.417/0001-05;2024-03-28;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO - 22B0653656;8769451000108;4;451;;;;42350;4284388.76
30.578.417/0001-05;2024-03-28;1;CRI/CRA;OPEA SECURITIZADORA S/A - 23G1149794;2773542000122;161;2;;;;22205;21709386.97
30.578.417/0001-05;2024-03-28;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO - 21J0067337;8769451000108;4;359;;;;10000;3554885.92
30.578.417/0001-05;2024-03-28;1;FII;SUNO RECEBÍVEIS IMOBILIÁRIOS FDO DE INV IMOB - SNCI11;41076710000182;;;;;;34526;3362487.14
30.578.417/0001-05;2024-03-28;1;CRI/CRA;HABITASEC SECURITIZADORA S/A - 21G0733026;9304427000158;1;262;;;;3600;3814425.55
30.578.417/0001-05;2024-03-28;1;FII;CVPAR FUNDO DE INVESTIMENTO IMOBILIÁRIO DE CRI - CVPR14;38294329000185;;;;;;30000;3000000
30.578.417/0001-05;2024-03-28;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO - 22B0653493;8769451000108;4;395;;;;49489;4562602.37
30.578.417/0001-05;2024-03-28;1;CRI/CRA;OPEA SECURITIZADORA S/A - 21I0802801;2773542000122;1;375;;;;15000;13798267.34
30.578.417/0001-05;2024-03-28;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO - 20H0050651;8769451000108;4;81;;;;7850;5398242.68
30.578.417/0001-05;2024-03-28;1;CRI/CRA;FORTE SECURITIZADORA S.A. - 18H0135364;12979898000170;1;175;;;;20;0
30.578.417/0001-05;2024-03-28;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO - 21J0650047;8769451000108;4;392;;;;2384;1838427.8
30.578.417/0001-05;2024-03-28;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO - 24C1690313;8769451000108;148;2;;;;20000;20092890.22
30.578.417/0001-05;2024-03-28;1;CRI/CRA;HABITASEC SECURITIZADORA S/A - 21I0940475;9304427000158;1;280;;;;2325;2477767.18
30.578.417/0001-05;2024-03-28;1;CRI/CRA;HABITASEC SECURITIZADORA S/A - 21D0864252;9304427000158;1;251;;;;10000;3160041.75
30.578.417/0001-05;2024-03-28;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO - 21A0775722;8769451000108;4;183;;;;46500;1922040.33
30.578.417/0001-05;2024-03-28;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO - 21L0050460;8769451000108;4;150;;;;2000;1919462.24
30.578.417/0001-05;2024-03-28;1;CRI/CRA;HABITASEC SECURITIZADORA S/A - 22D1286981;9304427000158;1;337;;;;4200;3313369.49
30.578.417/0001-05;2024-03-28;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO - 22B0653681;8769451000108;4;454;;;;43681;4414235.59
30.578.417/0001-05;2024-03-28;1;CRI/CRA;OPEA SECURITIZADORA S/A - 21I0802808;2773542000122;1;387;;;;150;76700.32
30.578.417/0001-05;2024-03-28;1;CRI/CRA;OPEA SECURITIZADORA S/A - 21B0566153;2773542000122;1;321;;;;45500;22936036.72
30.578.417/0001-05;2024-03-28;1;CRI/CRA;OPEA SECURITIZADORA S/A - 20L0871069;2773542000122;1;315;;;;6000;3978340.16
30.578.417/0001-05;2024-03-28;1;CRI/CRA;OPEA SECURITIZADORA S/A - 23G1149789;2773542000122;161;1;;;;27724;27027580.68
30.578.417/0001-05;2024-03-28;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO - 22B0653675;8769451000108;4;452;;;;43681;4495235.57
30.578.417/0001-05;2024-03-28;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO - 22A0423267;8769451000108;4;381;;;;17700;18566804.68
30.578.417/0001-05;2024-03-28;1;CRI/CRA;HABITASEC SECURITIZADORA S/A - 21D0864254;9304427000158;1;253;;;;6100;3118783.03
30.578.417/0001-05;2024-03-28;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO - 21A0850592;8769451000108;4;190;;;;11250;236080.72
30.578.417/0001-05;2024-03-28;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO - 21J0989932;8769451000108;4;379;;;;21000;19356021.26
30.578.417/0001-05;2024-03-28;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO - 21A0607979;8769451000108;4;166;;;;7700;4350383.25
30.578.417/0001-05;2024-03-28;1;CRI/CRA;OPEA SECURITIZADORA S/A - 21L0967724;2773542000122;1;459;;;;4600;4022527.24
30.578.417/0001-05;2024-03-28;1;CRI/CRA;HABITASEC SECURITIZADORA S/A - 21B0564516;9304427000158;1;219;;;;9500;7919098.92
30.578.417/0001-05;2024-03-28;1;CRI/CRA;HABITASEC SECURITIZADORA S/A - 22D1286984;9304427000158;1;340;;;;3550;2836543.98
30.578.417/0001-05;2024-03-28;1;CRI/CRA;OPEA SECURITIZADORA S/A - 20L0871066;2773542000122;1;293;;;;4500;3121384.58
30.578.417/0001-05;2024-03-28;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO - 22B0084502;8769451000108;4;427;;;;5210;4313751.2
30.578.417/0001-05;2024-03-28;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO - 23J2094862;8769451000108;124;1;;;;54000;49320837.46
30.578.417/0001-05;2024-03-28;1;CRI/CRA;OPEA SECURITIZADORA S/A - 21K0522538;2773542000122;4;200;;;;8000;6444704.22
30.578.417/0001-05;2024-03-28;1;CRI/CRA;FORTE SECURITIZADORA S.A. - 19D1329258;12979898000170;1;218;;;;3050;1744262.23
30.578.417/0001-05;2024-03-28;1;FII;FDO INV IMOB - FII RBR RENDIMENTO HIGH GRADE - RBRR11;29467977000103;;;;;;2188;205212.52
30.578.417/0001-05;2024-03-28;1;CRI/CRA;HABITASEC SECURITIZADORA S/A - 21D0864253;9304427000158;1;252;;;;4700;2053005.09
30.578.417/0001-05;2024-03-28;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO - 21J0300224;8769451000108;4;284;;;;12000;7515608.81
30.578.417/0001-05;2024-03-28;1;FII;KINEA ÍNDICES DE PREÇOS FDO INV IMOB - FII - KNIP11;24960430000113;;;;;;10000;981000
30.578.417/0001-05;2024-03-28;1;CRI/CRA;FORTE SECURITIZADORA S.A. - 18E0852434;12979898000170;1;170;;;;1500;1264781.05
30.578.417/0001-05;2024-03-28;1;CRI/CRA;HABITASEC SECURITIZADORA S/A - 22D1286983;9304427000158;1;339;;;;3880;3086874.52
30.578.417/0001-05;2024-03-28;1;CRI/CRA;HABITASEC SECURITIZADORA S/A - 21F1037235;9304427000158;1;247;;;;9000;7208308.06
30.578.417/0001-05;2024-03-28;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO - 20J0777633;8769451000108;4;140;;;;3455;2483493.26
30.578.417/0001-05;2024-03-28;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO - 21A0608487;8769451000108;4;170;;;;4200;3129614.63
30.578.417/0001-05;2024-03-28;1;CRI/CRA;HABITASEC SECURITIZADORA S/A - 21I0600458;9304427000158;1;279;;;;9335;10954881.24
30.578.417/0001-05;2024-03-28;1;CRI/CRA;CANAL COMPANHIA DE SECURITIZACAO - 23B0790147;41811375000119;28;1;;;;20000;18086622.95
30.578.417/0001-05;2024-03-28;1;CRI/CRA;FORTE SECURITIZADORA S.A. - 18E0844461;12979898000170;1;168;;;;2950;2507198.57
30.578.417/0001-05;2024-03-28;1;FII;RIZA ARCTIUM REAL ESTATE - ARCT11;28267696000136;;;;;;23553;2052172.89
30.578.417/0001-05;2024-03-28;1;CRI/CRA;OPEA SECURITIZADORA S/A - 21H0849977;2773542000122;4;199;;;;9000;5421627.93
30.578.417/0001-05;2024-03-28;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO - 20H0050614;8769451000108;4;77;;;;24750;16269353.29
30.578.417/0001-05;2024-03-28;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO - 20J0775851;8769451000108;4;138;;;;7000;4640724.72
30.578.417/0001-05;2024-03-28;1;FII;VALORA HEDGE - VGHF11;36771692000146;;;;;;626300;5937324
30.578.417/0001-05;2024-03-28;1;CRI/CRA;OPEA SECURITIZADORA S/A - 21I0802805;2773542000122;1;404;;;;4000;3532991.42
30.578.417/0001-05;2024-03-28;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO - 21A0850462;8769451000108;4;188;;;;13500;431566.69
30.578.417/0001-05;2024-03-28;1;CRI/CRA;OPEA SECURITIZADORA S/A - 22I0149864;2773542000122;56;6;;;;1546;1242955.93
30.578.417/0001-05;2024-03-28;1;CRI/CRA;OPEA SECURITIZADORA S/A - 21C0710497;2773542000122;1;310;;;;1935;2093089.44
30.578.417/0001-05;2024-03-28;1;CRI/CRA;OPEA SECURITIZADORA S/A - 22I0149811;2773542000122;56;2;;;;5000;3996325.66
30.578.417/0001-05;2024-03-28;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO - 20H0620360;8769451000108;4;73;;;;16000;11115977.38
30.578.417/0001-05;2024-03-28;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO - 20H0051749;8769451000108;4;82;;;;12200;9557707.2
30.578.417/0001-05;2024-03-28;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO - 22B0653645;8769451000108;4;450;;;;51761;5218950.22
30.578.417/0001-05;2024-03-28;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO - 21A0850574;8769451000108;4;189;;;;38750;1893999.64
30.578.417/0001-05;2024-03-28;1;CRI/CRA;OPEA SECURITIZADORA S/A - 21E0379796;2773542000122;4;178;;;;8800;9109207.82
30.578.417/0001-05;2024-03-28;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO - 21A0850275;8769451000108;4;184;;;;13500;629082.32
30.578.417/0001-05;2024-03-28;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO - 21J1001700;8769451000108;4;399;;;;9500;8828487.17
30.578.417/0001-05;2024-03-28;1;CRI/CRA;FORTE SECURITIZADORA S.A. - 18A0893173;12979898000170;1;114;;;;955;0.1
30.578.417/0001-05;2024-03-28;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO - 21A0775592;8769451000108;4;182;;;;10575;512975.49
