CNPJ_Fundo_Classe;Data_Referencia;Versao;Receita_Venda_Estoque_Contabil;Receita_Venda_Estoque_Financeiro;Custo_Estoque_Contabil;Custo_Estoque_Financeiro;Ajuste_Realizacao_Estoque_Contabil;Ajuste_Realizacao_Estoque_Financeiro;Outras_Receitas_Despesas_Estoque_Contabil;Outras_Receitas_Despesas_Estoque_Financeiro;Resultado_Liquido_Estoque_Contabil;Resultado_Liquido_Estoque_Financeiro;Receita_Aluguel_Investimento_Contabil;Receita_Aluguel_Investimento_Financeiro;Despesa_Manutencao_Investimento_Contabil;Despesa_Manutencao_Investimento_Financeiro;Receita_Venda_Investimento_Contabil;Receita_Venda_Investimento_Financeiro;Custo_Investimento_Contabil;Custo_Investimento_Financeiro;Ajuste_Justo_Investimento_Contabil;Ajuste_Justo_Investimento_Financeiro;Outras_Receitas_Despesas_Investimento_Contabil;Outras_Receitas_Despesas_Investimento_Financeiro;Resultado_Liquido_Renda_Contabil;Resultado_Liquido_Renda_Investimento_Financeiro;Receita_Juros_TVM_Contabil;Receita_Juros_TVM_Financeiro;Ajuste_Justo_TVM_Contabil;Ajuste_Justo_TVM_Financeiro;Resultado_Venda_TVM_Contabil;Resultado_Venda_TVM_Financeiro;Outras_Receitas_Despesas_TVM_Contabil;Outras_Receitas_Despesas_TVM_Financeiro;Resultado_Liquido_TVM_Contabil;Resultado_Liquido_TVM_Financeiro;Resultado_Liquido_Total_Contabil;Resultado_Liquido_Total_Financeiro;Receita_Juros_Aplicacao_Contabil;Receita_Juros_Aplicacao_Financeiro;Ajuste_Justo_Aplicacao_Contabil;Ajuste_Justo_Aplicacao_Financeiro;Resultado_Venda_Aplicacao_Contabil;Resultado_Venda_Aplicacao_Financeiro;Outras_Receitas_Despesas_Aplicacao_Contabil;Outras_Receitas_Despesas_Aplicacao_Financeiro;Resultado_Liquido_Recurso_Liquidez_Contabil;Resultado_Liquido_Recurso_Liquidez_Financeiro;Resultado_Liquido_Derivativos_Contabil;Resultado_Liquido_Derivativos_Financeiro;Taxa_Administracao_Contabil;Taxa_Administracao_Financeiro;Taxa_Desempenho_Contabil;Taxa_Desempenho_Financeiro;Despesa_Consultoria_Especializada_Contabil;Despesa_Consultoria_Especializada_Financeiro;Despesa_Empresa_Especializada_Contabil;Despesa_Empresa_Especializada_Financeiro;Despesa_Formador_Mercado_Contabil;Despesa_Formador_Mercado_Financeiro;Despesa_Custodia_Contabil;Despesa_Custodia_Financeiro;Despesa_Auditoria_Independente_Contabil;Despesa_Auditoria_Independente_Financeiro;Despesa_Representantes_Cotistas_Contabil;Despesa_Representantes_Cotistas_Financeiro;Taxa_Imposto_Contribuicao_Contabil;Taxa_Imposto_Contribuicao_Financeiro;Despesa_Comissoes_Emolumentos_Contabil;Despesa_Comissoes_Emolumentos_Financeiro;Despesa_Honorarios_Defesas_Contabil;Despesa_Honorarios_Defesas_Financeiro;Despesa_Contratos_Seguros_Contabil;Despesa_Contratos_Seguros_Financeiro;Despesa_Avaliacoes_Contabil;Despesa_Avaliacoes_Financeiro;Taxa_Ingresso_Saida_Cotista_Contabil;Taxa_Ingresso_Saida_Cotista_Financeiro;Despesa_Registro_Cartorio_Contabil;Despesa_Registro_Cartorio_Financeiro;Outras_Receitas_Depesas_Contabil;Outras_Receitas_Depesas_Financeiro;Total_Receitas_Despesas_Contabil;Total_Receitas_Despesas_Financeiro;Resultado_Trimestral_Liquido_Contabil;Resultado_Trimestral_Liquido_Financeiro;Resultado_Financeiro_Liquido_Acumulado;Resultado_Financeiro_Liquido_Acumulado_95;Parcela_Rendimento_Retido;Lucro_Contabil;Rendimentos_Declarados;Rendimentos_Pagos_Antecipadamente;Rendimento_Liquido_Pagar;Percentual_Resultado_Financeiro_Liquido_Declarado
59.158.574/0001-35;2025-12-31;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7919090;0;0;0;7919090;0;3583880.58;8696892.65;7390674.08;0;0;81427.37;0;0;10974554.66;8778320.02;18893644.66;8778320.02;0;995750.23;1013409.59;0;0;0;0;0;1013409.59;995750.23;0;0;-2004246.24;-1425517.29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-69988.92;-54383.22;0;0;0;0;0;0;0;0;0;0;0;0;0;-18940.21;-2074235.16;-1498840.72;17832819.09;8275229.53;18826654.45;17885321.72;;;19929602.41;-16591190.78;3338411.63;1.058584
59.196.234/0001-07;2025-06-30;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4364392.71;4364392.71;8909111.34;0;0;0;0;0;13273504.05;4364392.71;13273504.05;4364392.71;0;136895.94;136895.96;0;0;0;0;0;136895.96;136895.94;0;0;-34375;-24375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-32599.22;-49018.95;0;0;0;0;0;0;0;0;0;0;0;0;-2500;0;-69474.22;-73393.95;13340925.79;4427894.7;4427894.7;4206499.965;;;4365824.375;-4365824.37;0.005;0.985982
59.196.234/0001-07;2025-09-30;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7237092.24;7237092.23;2617609.97;0;0;0;0;0;9854702.21;7237092.23;9854702.21;7237092.23;0;6205.93;6205.93;0;0;0;0;0;6205.93;6205.93;;0;-30000;-32500;0;0;0;-5000;0;0;0;0;0;0;0;0;0;0;-31757.13;-19687.09;0;0;0;0;0;0;0;0;0;0;0;0;-7500;0;-69257.13;-57187.09;9791651.01;7186111.07;7186111.07;6826805.5165;;;7239466.2165;-7239466.22;-0.0035;1.007425
59.196.234/0001-07;2025-12-31;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7278169.78;7278169.78;1453316.42;0;0;0;0;0;8731486.2;7278169.78;8731486.2;7278169.78;0;3258.1;3259.3;0;0;0;0;0;3259.3;3258.1;;0;-35000;-7500;0;0;0;-2500;0;0;0;0;0;0;0;0;0;0;-103133.53;-6607.71;0;0;0;0;0;0;0;0;0;0;0;0;-2500;0;-140633.53;-16607.71;8594111.97;7264820.17;14450569.89;13728041.39;;;14773482.33;-12261853.28;2511629.05;1.022346
59.202.651/0001-07;2025-03-31;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;218590.62;96472.57;;;;;;;218590.62;96472.57;218590.62;96472.57;;;150804.66;116451.65;;;;;150804.66;116451.65;;;-27656.61;-11340;;;;;;;;;-3072.86;-1260;-2209.82;;;;;;-13283.76;-13283.76;;;;;;;;;;;-3996;-3996;-50219.05;-29879.76;319176.23;183044.46;0;0;;;0;0;0;0
59.202.651/0001-07;2025-06-30;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;672774.8;688123.07;618442.68;;;;;;1291217.48;688123.07;1291217.48;688123.07;;;105128.76;136008.23;;;;;105128.76;136008.23;;;-75356.65;-32400;-121068.27;-114.9;;;;;;;-5387.14;-5400;-4084.82;;;;-2205.95;-10277.45;;;;;;;;;;;;;-3025.38;-2357.2;-211128.21;-50549.55;1185218.03;773581.75;956626.21;908794.8995;;;409999.9995;0;409999.9995;0.42859
59.202.651/0001-07;2025-09-30;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;995536.88;872944.93;-1091113.02;;;;;;-95576.14;872944.93;-95576.14;872944.93;;;5775.11;4403.41;;;;;5775.11;4403.41;;;-121625.94;-146942.86;;;;;;;;;-5400;-5400;-4419.65;;;;-2524.74;-260;;;;;;;;;;;;;-5194.25;-4177.19;-139164.58;-156780.05;-228965.61;720568.29;720568.29;684539.8755;;;745999.9955;-496000;249999.9955;1.035294
59.202.651/0001-07;2025-12-31;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;990011.85;878554.74;718060.66;;-81389.8;16890.4;;;1626682.71;895445.14;1626682.71;895445.14;;;16542.4;20699.68;;;;;16542.4;20699.68;;;-150843.66;-138600;-7;-121068.27;;;-243.63;-243.63;;;-5400;-5400;-2185.71;;;;-2448.22;-260;;;;;;;;;;;;;-4178.25;-4012.8;-165306.47;-269584.7;1477918.64;646560.12;1367128.41;1298771.9895;;;1491822.7995;-1235195.6;256627.1995;1.091209
59.255.025/0001-89;2025-06-30;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;67893;67893;;;;;;;67893;67893;;;-109200;-130574.42;;;;;;;;;;;;;;;-44264.29;-46742.28;;;-64350.06;-64350.06;;;-6000;-6000;;;;;-24152.06;-24152.06;-247966.41;-271818.82;-180073.41;-203925.82;-203925.82;0;;0;0;0;0;0
59.255.025/0001-89;2025-09-30;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;71345.68;;;;;;;;71345.68;0;;;-150000;-158000;;;;;;;;;;;-10867.5;-10867.5;;;-4077.32;-1821.78;;;-44644.67;-44644.67;;;;;;;;;-4453.84;-3645.4;-214043.33;-218979.35;-142697.65;-218979.35;-218979.35;0;;;0;0;0;0
59.255.025/0001-89;2025-12-31;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;;;14217126.47;;;;;;14217126.47;0;14217126.47;0;-5670.76999999999;-16897;;;;;;;-5670.77;-16897;;;-150000;-148000;;;;;;;;;-1843.52;;;;;;;;;;-20489.15;-62507;;;;;;;;;-3706.75;-40039;-176039.42;-250546;14035416.28;-267443;-406419;0;;;0;0;0;0
59.269.477/0001-10;2025-06-30;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;;;;;;;0;;0;0;0;0;;;;;;;;;0;0;;;-1428.58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1428.58;0;-1428.58;0;0;0;;0;0;0;0;0
59.269.477/0001-10;2025-09-30;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;1619.36;1619.36;;;;;;;1619.36;1619.36;;;-45750;-32178.58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-45750;-32178.58;-44130.64;-30559.22;-30559.22;0;;;0;0;0;0
59.269.477/0001-10;2025-12-31;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;1119.74;1119.74;;;;;;;1119.74;1119.74;;;-44999.71;-45000;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;-9393.97;-9393.97;-54393.68;-54393.97;-53273.94;-53274.23;-83833.45;0;;;0;0;0;0
59.337.307/0001-25;2025-03-31;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;399886.07;175870.04;-312077.41;0;0;0;0;0;87808.66;175870.04;87808.66;175870.04;259445.18;259445.18;0;0;0;0;0;0;259445.18;259445.18;0;0;-7220.7;-7220.7;0;0;0;0;0;0;0;0;0;0;-8750;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15970.7;-7220.7;331283.14;428094.52;428094.52;406689.794;;0;428094.52;0;428094.52;1
59.337.307/0001-25;2025-06-30;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;704425.93;1999237.05;4073007.88;-1307.13;364963.11;364963.11;-54997.15;-54997.15;5087399.77;2307895.88;5087399.77;2307895.88;158298.26;158298.26;0;0;0;0;-93991.99;-93991.99;64306.27;64306.27;0;0;-276102.97;-276102.97;-122905.23;-122905.23;0;0;0;0;0;0;-112.47;-112.47;-27510.45;-14504.19;0;0;-6324.6;-6324.6;0;0;0;0;0;0;0;0;0;0;0;0;-38830.81;-38830.81;-471786.53;-458780.27;4679919.51;1913421.88;2341516.4;2224440.58;;0;2224440.58;-1530788.4;693652.18;0.95
59.337.307/0001-25;2025-09-30;1;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3173822.4;2045210.56;-3570610.17;0;10301.7;10301.7;0;0;-386486.07;2055512.26;-386486.07;2055512.26;153523.45;153523.45;0;0;0;0;-34542.46;-34542.46;118980.99;118980.99;0;0;-228457.14;-228457.14;0;0;0;0;0;0;0;0;-198.45;-198.45;-9124.98;-21756.27;0;0;-2108.2;-2108.2;0;0;0;0;0;0;0;0;0;0;0;0;-6492.09;-10117.31;-246380.86;-262637.37;-513885.94;1911855.88;1911855.88;1816263.09;;0;1911855.88;-1299726;612129.88;1
59.337.307/0001-25;2025-12-31;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1948916.04;2097972.16;-544954.63;0;-18.13;-18.13;-21744.53;-21744.53;1382198.75;2076209.5;1382198.75;2076209.5;75638.84;75638.84;0;0;0;0;-17018.52;-17018.52;58620.32;58620.32;0;0;-219362.59;-219362.59;0;0;0;0;0;0;0;0;-207.68;-207.68;-10005.26;-1000;0;0;-4216.34;-4216.34;0;0;0;0;0;0;0;0;0;0;0;0;-6637.29;-7721.03;-240429.16;-232507.64;1200389.91;1902322.18;3814178.06;3623469.157;;0;3812529.6;-3177108;635421.6;0.999568
59.521.704/0001-52;2025-06-30;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;-11831276.17;-11831276.17;424782.98;0;;;;;-11406493.19;-11831276.17;-11406493.19;-11831276.17;25421.5;25421.5;;;;;;;25421.5;25421.5;;;-89895.1;-47087.19;0;0;-108684.27;-108684.27;0;0;0;0;-2298.93;-2298.93;-4500;0;0;0;-166185.72;-166185.72;0;0;0;0;0;0;0;0;0;0;-108343.09;-108343.09;-8575.73;-8575.73;-488482.84;-441174.93;-11869554.53;-12247029.6;-12247029.6;0;;0;0;0;0;0
59.604.698/0001-05;2025-06-30;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2266795.5;2578671.5;2906882.06;0;0;614752.63;0;0;5173677.56;3193424.13;5173677.56;3193424.13;0;1379648.11;207881.37;0;0;0;0;0;207881.37;1379648.11;0;;-458538.58;-252125.52;0;0;0;0;0;0;0;0;0;0;-14577.28;0;0;0;-27909.98;-44645.52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-501025.84;-296771.04;4880533.09;4276301.2;4276301.2;4062486.14;;;4062486.14;-1814210;2248276.14;0.95
59.604.698/0001-05;2025-09-30;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8564347.26;7548693.81;239551.09;0;0;0;0;0;8803898.35;7548693.81;8803898.35;7548693.81;0;1108525.69;149243.47;0;0;0;0;0;149243.47;1108525.69;;1108525.69;-573768.78;-556283.5;0;0;0;0;0;0;0;0;0;0;-19241.97;0;0;0;-38604.89;-22060.43;0;0;0;0;0;0;0;0;0;0;0;0;0.01;0;-631615.63;-578343.93;8321526.19;9187401.26;8078875.57;7674931.7915;;;5442630.0015;-5442630;0.0015;0.673687
59.604.698/0001-05;2025-12-31;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6485862.53;7496862.53;1622684.2;0;0;151041.9;0;0;8108546.73;7647904.43;8108546.73;7647904.43;0;473855.56;148428.11;0;0;0;0;0;148428.11;473855.56;;;-558393.48;-558044.1;-647694.07;0;0;0;0;0;0;0;0;0;-1180.75;0;0;0;-35309.6;-19671.54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1242577.9;-577715.64;7014396.94;7544044.35;15622919.92;14841773.924;;;10885260.004;-9071050;1814210.004;0.696749
59.658.166/0001-42;2025-03-31;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;415693.92;415693.92;0;0;0;0;0;0;415693.92;415693.92;0;0;-90299.38;-90299.38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-90299.38;-90299.38;325394.54;325394.54;325394.54;309124.813;;0;325394.54;0;325394.54;1
59.658.166/0001-42;2025-06-30;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23141330.36;23141330.36;0;0;0;0;-1651819.6;-1651819.6;21489510.76;21489510.76;0;0;-2306686.99;-2306686.99;0;0;0;0;0;0;0;0;0;0;-21000;0;0;0;-12649.16;-12649.16;0;0;0;0;0;0;0;0;0;0;0;0;-168711.89;-168711.89;-2509048.04;-2488048.04;18980462.72;19001462.72;19326857.26;18360514.397;;0;16562015.797;-11013402.14;5548613.657;0.856943
59.658.166/0001-42;2025-09-30;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19996920.53;19996920.53;0;0;0;0;-223699.66;-223699.66;19773220.87;19773220.87;0;0;-2153467.95;-2153467.95;0;0;0;0;0;0;0;0;0;0;-5250;-21000;0;0;-19764.31;-19764.31;-30;-30;0;0;0;0;0;0;0;0;0;0;-105925.76;-105925.76;-2284438.02;-2300188.02;17488782.85;17473032.85;17473032.85;16599381.2075;;0;17473032.85;-11139429.37;6333603.48;1
59.658.166/0001-42;2025-12-31;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;251347541.71;0;20000000;20000000;271347541.71;20000000;0;0;0;0;0;0;0;0;0;0;271347541.71;20000000;14573123.25;14573123.25;0;0;0;0;-179774.02;-179774.02;14393349.23;14393349.23;0;0;-2120839.65;-2120839.65;0;0;0;0;0;0;0;0;0;0;-6250;-1000;0;0;-18973.72;-18973.72;0;0;0;0;0;0;0;0;0;0;0;0;-74299.72;-74299.72;-2220363.09;-2215113.09;283520527.85;32178236.14;49651268.99;47168705.5405;;0;49651268.99;-27926522.02;21724746.97;1
59.663.265/0001-12;2025-06-30;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;;0;0;0;0;0
59.663.265/0001-12;2025-09-30;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;673151.58;673557.58;;;;;;;673151.58;673557.58;673151.58;673557.58;8454.89;8454.89;;;;;;;8454.89;8454.89;;;-49034.74;-27000;;;-552263.2;-552263.2;;;;;;;;;;;-4857.45;-4857.45;;;;;;;;;;;;;-113084.69;-113084.69;-719240.08;-697205.34;-37633.61;-15192.87;0;0;;;0;0;0;0
59.663.265/0001-12;2025-12-31;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;2184183.66;1273520.58;;;;;;;2184183.66;1273520.58;2184183.66;1273520.58;10467.51;10467.51;;;;;;;10467.51;10467.51;;;-55640.38;-45077.81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-11038.5;-11038.5;-66678.88;-56116.31;2127972.29;1227871.78;1212678.91;1152044.9645;;0;1851604.5145;-1851604.51;0.0045;1.526871
59.669.570/0001-11;2025-06-30;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;735351.15;735351.15;-33353.04;;-31233.31;-31233.31;613391.74;613391.74;1284156.54;1317509.58;1284156.54;1317509.58;;;;;45088.65;47203.53;;;45088.65;47203.53;;;-66045.84;-69401.94;;;;;;;;;;;-4418.24;-1666.67;;;-44390.95;-17362.57;;;;;;;;;;;;;-22220.44;-84.3;-137075.47;-88515.48;1192169.72;1276197.63;1276197.63;1212387.7485;;;1213570.6985;-720220;493350.6985;0.950927
59.669.570/0001-11;2025-09-30;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;832249.71;832249.71;-282814.49;;27145.18;27145.18;257241.95;257241.95;833822.35;1116636.84;833822.35;1116636.84;;;;;29324.23;29327;;;29324.23;29327;;;-133264.11;-130715.88;;;;;;;;;;;-6726.06;;;;-8801.15;-4225.48;;;;;;;;;;;;;-1015.54;-92.5;-149806.86;-135033.86;713339.72;1010929.98;1010929.98;960383.481;;;972297.001;-648198;324099.001;0.961785
59.669.570/0001-11;2025-12-31;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;850818.27;850818.27;609325.32;0;0;0;206214.14;204214.14;1666357.73;1055032.41;1666357.73;1055032.41;;;;;20031.54;20037.4600000003;;;20031.54;20037.46;;;-130593.46;-130437.43;0;0;0;0;0;0;0;0;0;0;-6522.37;0;0;0;-7412.03;-3952.61;0;0;0;0;0;0;0;0;0;0;0;0;794.48;-63.4;-143733.38;-134453.44;1542655.89;940616.43;1951546.41;1853969.0895;;;1944593.9995;-1620495;324098.9995;0.996437
59.678.443/0001-89;2025-03-31;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2450673.25;2450673.25;24567724.23;0;0;161383.78;0;0;27018397.48;2612057.03;27018397.48;2612057.03;0;1534569.2;1534569.2;0;0;0;0;0;1534569.2;1534569.2;;;-26310.41;0;0;0;0;0;0;0;0;0;0;0;-3091.84;0;0;0;-76159.79;0;0;0;0;0;0;0;0;0;0;0;0;0;-17075.56;0;-122637.6;0;28430329.08;4146626.23;4146626.22999981;3939294.9185;;;4129999.9985;0;4129999.9985;0.99599
59.678.443/0001-89;2025-06-30;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26557347.8;27212272.1;51978687.12;0;0;7674205.28;-18727.74;0;78517307.18;34886477.38;78517307.18;34886477.38;0;1963310.16;1963310.15;0;0;0;0;0;1963310.15;1963310.16;;;-160957.38;-145404.25;-11909598.87;0;0;0;0;0;0;0;0;0;-11787.61;0;0;0;-213785.03;-737758.93;0;-13243.21;-165289.26;0;0;0;0;0;0;0;0;0;-909140.35;0;-13370558.5;-896406.39;67110058.83;35953381.15;35953381.15;34155712.0925;;;41808054.2425;-27460232;14347822.2425;1.162841
59.678.443/0001-89;2025-09-30;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41599811.05;41571455.65;57147106.64;0;0;16298622.12;18727.74;0;98765645.43;57870077.77;98765645.43;57870077.77;0;1371060.49;1371060.44;0;0;0;0;0;1371060.44;1371060.49;;0;-477852.06;-279620.8;11909598.87;0;0;0;0;0;0;0;0;0;-12753.51;0;0;0;-244442.62;-3484808.58;0;0;0;0;0;0;0;0;0;0;0;0;917877.27;27466.79;12092427.95;-3736962.59;112229133.82;55504175.67;55504175.67;52728966.8865;;;55491865.3265;-37091865.33;18399999.9965;0.999778
59.678.443/0001-89;2025-12-31;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54891859.73;54691629.83;79204686.88;0;0;72315050.55;0;0;134096546.61;127006680.38;134096546.61;127006680.38;0;1209428.14;1213459.2;0;0;0;0;0;1213459.2;1209428.14;;0;-6294907.82;-4135629.85;0;0;0;0;0;0;0;0;0;0;-12367.04;0;0;0;-790668.64;-12986232.02;0;0;0;0;0;0;0;0;0;0;0;0;-8739.05;2771.07;-7106682.55;-17119090.8;128203323.26;111097017.72;166601193.39;158271133.7205;;;168779342.7405;-154736902.74;14042440.0005;1.013074
59.678.586/0001-90;2025-06-30;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;;;;;;;;;0;0;;;-55000;-20000;;;-180000;-180000;;;;;;;;;;;;;;;;;;;;;;;;;-231820.04;-147889.93;-466820.04;-347889.93;-466820.04;-347889.93;-347889.93;0;;;-347889.93;0;-347889.93;0
59.678.586/0001-90;2025-09-30;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;;;;;;;613.91;613.91;613.91;613.91;613.91;613.91;;;;;;;;;0;0;;;-105000;-70000;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;-285697.69;-193802.73;-390697.69;-263802.73;-390083.78;-263188.82;-263188.82;0;;0;0;0;0;0
59.678.586/0001-90;2025-12-31;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;;;;;;;613.91;;613.91;0;613.91;0;;;;;;;;;0;0;;;-105000;-105000;;;0;-6000;;;;;;;;;;;;;;;;;;;;;;;;;-285697.69;-270941.6;-390697.69;-381941.6;-390083.78;-381941.6;-263188.82;0;;0;0;0;0;0
59.680.687/0001-04;2025-03-31;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63937.17;83342.89;0;0;0;0;0;83342.89;63937.17;;;-23947.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-23947.4;0;59395.49;63937.17;63937.17;60740.3115;;;0.0015;0;0.0015;0
59.680.687/0001-04;2025-06-30;2;0;;0;0;0;0;0;0;0;0;0;0;-45746.48;-72952.07;0;0;0;0;0;0;-156246.66;-141.14;-201993.14;-73093.21;0;0;0;0;0;0;0;0;0;0;-201993.14;-73093.21;0;-19093.7899999999;233444.11;0;0;0;0;0;233444.11;-19093.79;;;-198312.36;-20355.32;0;0;0;0;0;0;0;0;0;0;-46000;0;0;0;-9014.02;-77149.14;0;0;-26550;-26550;0;0;0;0;0;0;0;0;0;-128738.81;-279876.38;-252793.27;-248425.41;-344980.27;-281043.1;0;;;0;0;0;0
59.680.687/0001-04;2025-09-30;1;0;0;0;0;0;0;0;0;0;0;0;0;-3555338.74;-3496100.25;0;0;0;0;0;0;-12489.81;-221949.05;-3567828.55;-3718049.3;0;0;0;0;0;0;0;0;0;0;-3567828.55;-3718049.3;0;261666.07;232829.16;0;0;0;0;0;232829.16;261666.07;0;0;-195000;-195000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-221450.11;0;0;0;-32830;-32830;0;0;0;0;0;0;-30864.37;0;0;-67502.06;-480144.48;-295332.06;-3815143.87;-3751715.29;-3751715.29;0;;;0;0;0;0
59.680.687/0001-04;2025-12-31;1;0;0;0;0;0;0;0;0;0;0;0;0;-935822.4;-614124.9;0;0;0;0;0;0;-15151.63;0;-950974.03;-614124.9;0;0;0;0;0;0;0;-422274.52;0;-422274.52;-950974.03;-1036399.42;0;372690.64;170213.73;0;0;0;0;0;170213.73;372690.64;0;0;-203980.95;-195914.17;0;0;0;0;0;0;0;0;0;0;0;-46000;0;0;-33543.45;0;0;0;-37385;-37385;0;0;0;0;0;0;-399157.5;-295885.78;0;-4060.24;-674066.9;-579245.19;-1454827.2;-1242953.97;-1252064.78;0;;;0;0;0;0
59.693.395/0001-06;2025-03-31;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;25893.27;25893.27;;;;;;;25893.27;25893.27;;;-7842.1;;;;;;;;;;-473.68;;;;;;;;;;;;;;;;;;;;-3396;-3396;-11711.78;-3396;14181.49;22497.27;22497.27;21372.4065;;;21372.4065;0;21372.4065;0.95
59.693.395/0001-06;2025-06-30;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;371146.27;371146.27;;;;;;;371146.27;371146.27;;;-30272.73;-27114.83;;;;;;;;;-3000;-2473.68;;;;;-121684.3;-127783.06;;;;;;;;;;;;;-44.52;-195.99;-155001.55;-157567.56;216144.72;213578.71;236075.98;224272.181;;;224272.181;0;224272.181;0.95
59.693.395/0001-06;2025-09-30;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;350671.19;350671.19;;;;;;;350671.19;350671.19;;;-33000;-33000;;;;;;;;;-3000;-3000;;;;;-261863.52;-260000;;;;;;;;;;;-101506.93;-101506.93;-297.36;-196;-399667.81;-397702.93;-48996.62;-47031.74;-47031.74;0;;;0;0;0;0
