CNPJ_Fundo_Classe;Data_Referencia;Versao;Nome_Imovel;Endereco;Area;Numero_Unidades;Outras_Caracteristicas_Relevantes;Percentual_Imovel_Total_Investido;Categoria
42.537.540/0001-59;2025-09-30;1;Empreendimento Peninsula - Loja B;Avenida Joao Cabral De Mello Neto, 600, Sem Complemento, Barra Da Tijuca, Rio De Janeiro/RJ, Brasil, 22775-057;81.17;1;Direito de propriedade;0.01466711441715;Renda
42.537.540/0001-59;2025-09-30;1;Empreendimento Peninsula - Loja C;Avenida Joao Cabral De Mello Neto, 600, Sem Complemento, Barra Da Tijuca, Rio De Janeiro/RJ, Brasil, 22775-057;81.17;1;Direito de propriedade;0.01466711441715;Renda
42.537.540/0001-59;2025-09-30;1;Empreendimento Peninsula - Loja D;Avenida Joao Cabral De Mello Neto, 600, Sem Complemento, Barra Da Tijuca, Rio De Janeiro/RJ, Brasil, 22775-057;81.17;1;Direito de propriedade;0.01466711441715;Renda
42.537.540/0001-59;2025-09-30;1;Imovel Gilka Machado;Avenida Gilka Machado, 1360, Sem Complemento, Recreio Dos Bandeirantes, Rio De Janeiro/RJ, Brasil, 22795-570;375;1;Direito de propriedade;0.02332932774092;Renda
42.537.540/0001-59;2025-09-30;1;Afonso Taunay;Avenida Afonso De Taunay, S/n, Lote 1 E 3 Do Pal 36.014, Barra Da Tijuca, Rio De Janeiro/RJ, Brasil, 22621-310;3516.14;2;Direito de propriedade;0.11752051290483;Renda
42.537.540/0001-59;2025-12-31;1;Imovel Volta Redonda;Rua 33, 51, Sem Complemento, Vila Santa Cecília, Volta Redonda/RJ, Brasil, 27259-330;707.23;1;Direito de propriedade;0.05490924214373;Renda
44.002.561/0001-03;2025-12-31;1;94.764;Lote do Terreno Urbano n° 7-A-B, Vila Mayer, Bairro Oficinas - Ponta Grossa - Paraná;23860.87;0;Matricula 94764;0;Renda
44.002.561/0001-03;2025-12-31;1;MT48850;Rod. PR 323 - S/N - Gleba 14 Figueira - Cep 87508-200 - Umuarama/PR;21060;0;Matrícula 48850;0;Renda
44.002.561/0001-03;2025-12-31;1;117745-_4;Avenida Saul Elkind s/n°,Gleba Jacutinga - Londrina / PR;22670.32;0;Matrícula 117745;0;Renda
44.669.674/0001-59;2025-03-31;1;119344_44669;Av Manoel de Abreu,790- Náutica  G4 -São Vicente/SP - CEP:11355-400;445.3;1;Matricula 60691;1;Renda
44.669.674/0001-59;2025-12-31;1;Green_227579;AV  BONNARD - Nº 980 - INFRA CABEAMENTO;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Green_133544;AV  BONNARD - Nº 980 - INFRA CABEAMENTO;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Green_227580;AV  BONNARD - Nº 980 - INFRA CABEAMENTO;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Green_227581;AV  BONNARD - Nº 980 - INFRA CABEAMENTO;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Green_227582;AV  BONNARD - Nº 980 - INFRA CABEAMENTO;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Green_119159;RUA CAPITÃO PEDRO FREDERICO DE ALMEIDA N° 276;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Green_108974;RUA CAPITÃO PEDRO FREDERICO DE ALMEIDA N° 298;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Green_6708;RUA JOÃO ORTEGA SANCHES - Nº 65, 137/164/165;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Green_162665;RUA MANOEL NASCIMENTO ESTEVAM FURTADO / RUA CAPITÃO PEDRO FREDERICO DE ALMEIDA;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Green_3527;SITIO BOA VISTA;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Green_69166;Av. Omega - Imóvel Vertville;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Green_166312;MANOEL N. ESTEVAM FURTADO, 35;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Green_88312;LOTE 03, QUADRA 109, TERRENO CIDADE NAUTICA/ BALBEQUE NEGOCIOS;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Green_88313;LOTE 04, QUADRA 109, TERRENO CIDADE NAUTICA/ BALBEQUE NEGOCIOS;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_25842;AV RUY RODRIGUES - SANTA LETICIA DO RETIRO;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_43083;AV. DEPUTADO CANTÍDIO SAMPAIO, 4595;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_43084;AV. DEPUTADO CANTÍDIO SAMPAIO, 4595;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_43085;AV. DEPUTADO CANTÍDIO SAMPAIO, 4595;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_43086;AV. DEPUTADO CANTÍDIO SAMPAIO, 4595;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_43087;AV. DEPUTADO CANTÍDIO SAMPAIO, 4595;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_23815;AV. INOCENCIO SERAFICO - LOJA 01 - Nº3575;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_154593;AV. JUSSARA  - N° 187 - ALPHAVILLE;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_25535;AV. MARIA NUNES CORREA BAIRRO ELISEOS LOTE 02,03,04,05,06,07,08,09,10,11,12 19,20,21,22 E 23 (13 IPTUs);0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_22922;AV. MARIA NUNES CORREA BAIRRO ELISEOS LOTE 02,03,04,05,06,07,08,09,10,11,12 19,20,21,22 E 23 (13 IPTUs);0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_22767;AV. MARIA NUNES CORREA BAIRRO ELISEOS LOTE 02,03,04,05,06,07,08,09,10,11,12 19,20,21,22 E 23 (13 IPTUs);0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_30122;AV. MARIA NUNES CORREA BAIRRO ELISEOS LOTE 02,03,04,05,06,07,08,09,10,11,12 19,20,21,22 E 23 (13 IPTUs);0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_4417;AV. MARIA NUNES CORREA BAIRRO ELISEOS LOTE 02,03,04,05,06,07,08,09,10,11,12 19,20,21,22 E 23 (13 IPTUs);0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_9161;AV. MARIA NUNES CORREA BAIRRO ELISEOS LOTE 02,03,04,05,06,07,08,09,10,11,12 19,20,21,22 E 23 (13 IPTUs);0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_9171;AV. MARIA NUNES CORREA BAIRRO ELISEOS LOTE 02,03,04,05,06,07,08,09,10,11,12 19,20,21,22 E 23 (13 IPTUs);0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_6529;AV. MARIA NUNES CORREA BAIRRO ELISEOS LOTE 02,03,04,05,06,07,08,09,10,11,12 19,20,21,22 E 23 (13 IPTUs);0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_28269;AV. MARIA NUNES CORREA BAIRRO ELISEOS LOTE 02,03,04,05,06,07,08,09,10,11,12 19,20,21,22 E 23 (13 IPTUs);0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_28270;AV. MARIA NUNES CORREA BAIRRO ELISEOS LOTE 02,03,04,05,06,07,08,09,10,11,12 19,20,21,22 E 23 (13 IPTUs);0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_28271;AV. MARIA NUNES CORREA BAIRRO ELISEOS LOTE 02,03,04,05,06,07,08,09,10,11,12 19,20,21,22 E 23 (13 IPTUs);0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_2565;AV. MARIA NUNES CORREA BAIRRO ELISEOS LOTE 02,03,04,05,06,07,08,09,10,11,12 19,20,21,22 E 23 (13 IPTUs);0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_2566;AV. MARIA NUNES CORREA BAIRRO ELISEOS LOTE 02,03,04,05,06,07,08,09,10,11,12 19,20,21,22 E 23 (13 IPTUs);0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_20462;AV. MARIA NUNES CORREA BAIRRO ELISEOS LOTE 02,03,04,05,06,07,08,09,10,11,12 19,20,21,22 E 23 (13 IPTUs);0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_13551;AV. NORDESTINA, Nº 359 - LOTE 35C E 49C;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_105133;AV. PROF. PAPINI 317 CIDADE DUTRA;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_307;AV. TABOÃO , Nº 3.900 JARDIM ABC;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_98622;AV. TENENTE MARQUES, 2391 Área B1-E;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_138644;AVENIDA PRESIDENTE KENNEDY CASA 01;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_215677;AVENIDA PRESIDENTE KENNEDY CASA 01;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_38090;BARRA DO TIBAJI , 35 ESQUINA COM AS RUAS CARMO ZACCUR E ANTONIO HAJJAR - BOM RETIRO;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_48764;PASSEIO DOS SAMBAQUIS - EDIFÍCIO PORTO FINO, Nº 433 APTO 81;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_17427;RUA FERNANDES PINHEIRO , NR 32  e RUA MELO FREIRE;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_28264;RUA MANUEL DO ESPIRITO SANTO  BAIRRO LOTE 27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_28263;RUA MANUEL DO ESPIRITO SANTO  BAIRRO LOTE 27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_28262;RUA MANUEL DO ESPIRITO SANTO  BAIRRO LOTE 27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_28442;RUA MANUEL DO ESPIRITO SANTO  BAIRRO LOTE 27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_28440;RUA MANUEL DO ESPIRITO SANTO  BAIRRO LOTE 27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_28441;RUA MANUEL DO ESPIRITO SANTO  BAIRRO LOTE 27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_28261;RUA MANUEL DO ESPIRITO SANTO  BAIRRO LOTE 27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_28260;RUA MANUEL DO ESPIRITO SANTO  BAIRRO LOTE 27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_28259;RUA MANUEL DO ESPIRITO SANTO  BAIRRO LOTE 27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_28823;RUA MANUEL DO ESPIRITO SANTO  BAIRRO LOTE 27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_28645;RUA MANUEL DO ESPIRITO SANTO  BAIRRO LOTE 27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_28644;RUA MANUEL DO ESPIRITO SANTO  BAIRRO LOTE 27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_28643;RUA MANUEL DO ESPIRITO SANTO  BAIRRO LOTE 27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_28642;RUA MANUEL DO ESPIRITO SANTO  BAIRRO LOTE 27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_28641;RUA MANUEL DO ESPIRITO SANTO  BAIRRO LOTE 27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_27462;RUA MANUEL DO ESPIRITO SANTO  BAIRRO LOTE 27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_92547;RUA MARECHAL , 749;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_96295;RUA VIRGINIA AUGUSTA MIGUEL,49,CIDADE LIDER;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_24349;ALAMEDA MAUA, 4 - BORACÉIA;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_135459;AV ANHAIA MELO - RUA SERROLÂNDIA  , LOTE 1 - 2 - 3 - 29;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_119850;AV ANHAIA MELO - RUA SERROLÂNDIA  , LOTE 1 - 2 - 3 - 29;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_76305;AV ANHAIA MELO - RUA SERROLÂNDIA  , LOTE 1 - 2 - 3 - 29;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_76306;AV ANHAIA MELO - RUA SERROLÂNDIA  , LOTE 1 - 2 - 3 - 29;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_190399;AV PIRES DO RIO - Nº 4736 - BAIRRO ITAQUERA - SP;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_46502;AV PRESID TANCREDO NEVES - Nº 1200 -  JD TRÊS MARIA;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_72276;AV. AMADOR BUENO DA VEIGA, 2180;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_8841;AV. BRASIL, Nº 87 - LOTE 36;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_15194;AV. BUSSOCABA, 464;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_16103;AV. CURIO, 131 - LOTE 15 C -  LOTE 16 A B C - QUADRA F;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_16104;AV. CURIO, 131 - LOTE 15 C -  LOTE 16 A B C - QUADRA F;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_42221;AV. DO CURSINO / RUA DNA BIANCA;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_40913;AV. DOM JOÃO VI, Nº 499 - LOTE 26 - JD DAS NACOES;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_45344;AV. DOS AUTONOMISTAS, N 2400-2394;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_45345;AV. DOS AUTONOMISTAS, N 2400-2394;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_45346;AV. DOS AUTONOMISTAS, N 2400-2394;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_45347;AV. DOS AUTONOMISTAS, N 2400-2394;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_45348;AV. DOS AUTONOMISTAS, N 2400-2394;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_45349;AV. DOS AUTONOMISTAS, N 2400-2394;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_45350;AV. DOS AUTONOMISTAS, N 2400-2394;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_45351;AV. DOS AUTONOMISTAS, N 2400-2394;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_45352;AV. DOS AUTONOMISTAS, N 2400-2394;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_45353;AV. DOS AUTONOMISTAS, N 2400-2394;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_45354;AV. DOS AUTONOMISTAS, N 2400-2394;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_45355;AV. DOS AUTONOMISTAS, N 2400-2394;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_45356;AV. DOS AUTONOMISTAS, N 2400-2394;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_45357;AV. DOS AUTONOMISTAS, N 2400-2394;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_45358;AV. DOS AUTONOMISTAS, N 2400-2394;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_45359;AV. DOS AUTONOMISTAS, N 2400-2394;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_45360;AV. DOS AUTONOMISTAS, N 2400-2394;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_45361;AV. DOS AUTONOMISTAS, N 2400-2394;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_45362;AV. DOS AUTONOMISTAS, N 2400-2394;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_45363;AV. DOS AUTONOMISTAS, N 2400-2394;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_11577;AV. GETULIO VARGAS  ESQUINA COM A RUA CAIUBY;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_44820;AV. GETULIO VARGAS  ESQUINA COM A RUA CAIUBY;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_5537;AV. GETÚLIO VARGAS, S/ Nº;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_9302;AV. GIACONDA CIBIN / R: FRANCISCA CORAL CHIQUINHO, 10;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_328253;AV. GUARAPIRANGA, 5157;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_328254;AV. GUARAPIRANGA, 5157;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_328255;AV. GUARAPIRANGA, 5157;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_23431;AV. INOCENCIO SERÁFICO - 1º PAV LJ 01 Nº 3445;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_32087;AV. ITABERABA, Nº 4996/ 5000/ 5002/ 5004;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_181980;AV. ITAQUERA, 6767, 6773 VILA CARMOZINA;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_97605;AV. OLIVEIRA FREIRE   / R. ASCENSO FERNANDES - SÃO MIGUEL PAULISTA;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_64171;AV. PEDRO CELESTINO LEITE PENTEADO 261;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_17087;AV. PEDRO CELESTINO LEITE PENTEADO 261  - GP 01;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_63897;AV. PEDRO CELESTINO LEITE PENTEADO 261  - GP 01;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_16966;AV. PRESIDENTE MEDICI, Nº 205;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_10462;AV. PRESIDENTE TANCREDO DE ALMEIDA NEVES, 33;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_175573;AV. ROLAND GARROS, 1973;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_112907;AV. SÃO MIGUEL PAULISTA (PRÉDIO, 6850) - LOTE 46;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_160167;AV. SAPOPEMBA, Nº 6047 - LOTE 123/124;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_27527;AV. VICTOR CIVITA - LOTE 11- JARDIM SANTA MARIA;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_27528;AV. VICTOR CIVITA - LOTE 11- JARDIM SANTA MARIA;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_27529;AV. VICTOR CIVITA - LOTE 11- JARDIM SANTA MARIA;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_27530;AV. VICTOR CIVITA - LOTE 11- JARDIM SANTA MARIA;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_27531;AV. VICTOR CIVITA - LOTE 11- JARDIM SANTA MARIA;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_97253;AV. YERVANT KISSAJIKIAN, Nº 2002 E 2004;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_47706;AVENIDA ANTONIO ESTEVAO DE CARVALHO, Nº 2301;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_140923;AVENIDA CAPITÃO LUIZ HOUNEAUX, 699;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_22429;AVENIDA DO CORREGO/AV GUABIROBA, 1300 - LOTES 01, 02, 03;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_34780;AVENIDA IPANEMA , JARDIM ATLANTICO;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_42657;AVENIDA LUCAS DA CRUZ CARVALHO - LOTE 268;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_219816;AVENIDA MIRUNA, Nº 1874;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_134582;EST. ANTIGA DO MAR, Nº 5172 - LOTE 2 - 3 - 4;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_134583;EST. ANTIGA DO MAR, Nº 5172 - LOTE 2 - 3 - 4;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_134584;EST. ANTIGA DO MAR, Nº 5172 - LOTE 2 - 3 - 4;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_160356;ESTRADA DA BOCAIANA;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_22431;ESTRADA DA GABIROBA, LOTE 01 02 03 BLOCO 25;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_171894;ESTRADA DE TAIPAS, Nº 2711 - LOTE 27;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_33173;ESTRADA DO PERNAMBUCO, Nº 568,  ENSEADA;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_45645;ESTRADA JUSCELINO K. DE OLIVEIRA (PRÉDIO, 16);0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_19348;ESTRADA M. BOI MIRIM, 3841 - LOTE 8;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_19349;ESTRADA M. BOI MIRIM, 3841 - LOTE 8;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_192696;ESTRADA M'BOI MIRIM, 6092;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_103144;JD REAL - AVENIDA MARGINAL COM A RUA SANTO MARINELLI - AVENIDA DIAMANTINO CRUZ FERREIRA MOURÃO  8520;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_103147;JD REAL - AVENIDA MARGINAL COM A RUA SANTO MARINELLI - AVENIDA DIAMANTINO CRUZ FERREIRA MOURÃO  8520;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_5509;LOTE 1-A SETOR INFLAMAEIS DO SUL;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_1125;ROD. WALDOMIRO CORRÊA CAMARGO - KM 60,5 - CNC;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_8107;ROD. WALDOMIRO CORRÊA CAMARGO - KM 60,5 - CNC;0;1;Não possui informação apresentada;0;Renda
44.669.674/0001-59;2025-12-31;1;Unip_9354;ROD. WALDOMIRO CORRÊA CAMARGO - KM 60,5 - CNC;0;1;Não possui informação apresentada;0;Renda
