CNPJ_Fundo_Classe;Data_Referencia;Versao;Classe;Nome_Endereco_Imovel;Justificativa_Evolucao_Inferior_Previsto;Justificativa_Custo_Superior_Previsto;Ano de Referência;CNPJ_Fundo
15.461.076/0001-91;2025-06-30;1;Imóveis para renda em construção;51 Unidades Master no Hotel;;;2025;
16.915.968/0001-88;2025-03-31;1;Imóveis para renda em construção;Paes de Barros;de acordo com o previsto;de acordo com o previsto;2025;
16.915.968/0001-88;2025-03-31;1;Imóveis para renda em construção;Corifeu;de acordo com o previsto;de acordo com o previsto;2025;
17.311.079/0001-74;2025-03-31;1;Imóveis para renda em construção;não se aplica;não se aplica;não se aplica;2025;
18.369.510/0001-04;2025-03-31;1;Imóveis para renda em construção;.;;;2025;
19.249.989/0001-08;2025-03-31;1;Imóveis para venda em construção;Não aplicável;Não aplicável;Não aplicável;2025;
20.265.467/0001-70;2025-03-31;1;Imóveis para venda em construção;Informação não apresentada.;;;2025;
20.680.775/0001-62;2025-03-31;1;Imóveis para renda em construção;Condomínio Funchal 641;;;2025;
21.085.863/0001-89;2025-03-31;1;Imóveis para renda em construção;Eldorado;;;2025;
22.646.161/0001-90;2025-03-31;1;Imóveis para venda em construção;Frad.E - Unid. 202 - Bl 4 - Village Acqua;não aplicável;não aplicável;2025;
22.646.161/0001-90;2025-03-31;1;Imóveis para venda em construção;Frad.E - Unid. 201 - Bl 5 - Village Acqua;não aplicável;não aplicável;2025;
22.646.161/0001-90;2025-03-31;1;Imóveis para venda em construção;Frad.E - Unid. 202 - Bl 1 - Village Acqua;não aplicável;não aplicável;2025;
22.646.161/0001-90;2025-03-31;1;Imóveis para venda em construção;Frad.E - Unid. 301 - Bl 4 - Village Acqua;não aplicável;não aplicável;2025;
22.646.161/0001-90;2025-03-31;1;Imóveis para venda em construção;Frad.E - Unid. 202 - Bl 5 - Village Acqua;não aplicável;não aplicável;2025;
22.646.161/0001-90;2025-03-31;1;Imóveis para venda em construção;Frad.E - Unid. 101 - Bl 1 - Village Acqua;não aplicável;não aplicável;2025;
22.646.161/0001-90;2025-03-31;1;Imóveis para venda em construção;Frad.E - Unid. 202 - Bl 3 - Village Acqua;não aplicável;não aplicável;2025;
22.646.161/0001-90;2025-03-31;1;Imóveis para venda em construção;Frad.E - Unid. 102 - Bl 3 - Village Acqua;não aplicável;não aplicável;2025;
22.646.161/0001-90;2025-03-31;1;Imóveis para venda em construção;Frad.E - Unid. 101 - Bl 5 - Village Acqua;não aplicável;não aplicável;2025;
22.646.161/0001-90;2025-03-31;1;Imóveis para venda em construção;Frad.E - Unid. 201 - Bl 4 - Village Acqua;não aplicável;não aplicável;2025;
22.646.161/0001-90;2025-03-31;1;Imóveis para venda em construção;Frad.E - Unid. 102 - Bl 5 - Village Acqua;não aplicável;não aplicável;2025;
22.646.161/0001-90;2025-03-31;1;Imóveis para venda em construção;Frad.E - Unid. 101 - Bl 3 - Village Acqua;não aplicável;não aplicável;2025;
23.964.843/0001-03;2025-03-31;1;Imóveis para venda em construção;TER_TUMIARU;;;2025;
26.502.794/0001-85;2025-03-31;1;Imóveis para renda em construção;Especulativo Extrema;Detalhes explicados acima.;Detalhes explicados acima.;2025;
27.368.617/0001-10;2025-03-31;1;Imóveis para renda em construção;Informação não apresentada.;;;2025;
27.538.477/0001-81;2025-03-31;1;Imóveis para venda em construção;Não há informação apresentada;Não há informação apresentada;Não há informação apresentada;2025;
28.548.288/0001-52;2025-03-31;1;Imóveis para renda em construção;;;;2025;
30.017.492/0001-99;2025-03-31;1;Imóveis para renda em construção;.;.;.;2025;
30.017.492/0001-99;2025-03-31;1;Imóveis para renda em construção;.;;;2025;
30.258.790/0001-70;2025-03-31;1;Imóveis para renda em construção;Não se aplica;Não se aplica;Não se aplica;2025;
31.152.015/0001-07;2025-03-31;1;Imóveis para renda em construção;Não há informação apresentada;Não há informação apresentada;Não há informação apresentada;2025;
31.161.410/0001-48;2025-03-31;1;Imóveis para venda em construção;Não aplicável;;;2025;
32.274.197/0001-43;2025-03-31;1;Imóveis para venda em construção;N/D;N/D;N/D;2025;
32.274.553/0001-29;2025-03-31;1;Imóveis para renda em construção;;;;2025;
33.842.871/0001-01;2025-03-31;1;Imóveis para renda em construção;BARREIRAS - BA;;;2025;
33.842.871/0001-01;2025-03-31;1;Imóveis para renda em construção;JEQUIÉ;;;2025;
33.842.871/0001-01;2025-03-31;1;Imóveis para renda em construção;NOSSA SENHORA DO SOCORRO;;;2025;
33.884.197/0001-28;2025-03-31;1;Imóveis para renda em construção;.;.;.;2025;
34.081.631/0001-02;2025-03-31;1;Imóveis para venda em construção;Informação não apresentada;Informação não apresentada;Informação não apresentada;2025;
34.895.711/0001-93;2025-03-31;1;Imóveis para venda em construção;ALPHACASTELLO;;;2025;
34.895.711/0001-93;2025-06-30;1;Imóveis para venda em construção;ALPHACASTELLO;;;2025;
34.895.752/0001-80;2025-03-31;1;Imóveis para venda em construção;SEBASTIAO PAES (BRIO III) 50%;;;2025;
35.360.651/0001-77;2025-03-31;1;Imóveis para venda em construção;RARO;;;2025;
35.360.651/0001-77;2025-03-31;1;Imóveis para venda em construção;ANIBAL;;;2025;
35.360.651/0001-77;2025-03-31;1;Imóveis para venda em construção;GOMES CARNEIRO;;;2025;
35.360.651/0001-77;2025-03-31;1;Imóveis para venda em construção;BULHÕES DE CARVALHO;;;2025;
35.360.651/0001-77;2025-03-31;1;Imóveis para venda em construção;LEOPOLDO MIGUEZ;;;2025;
35.652.174/0001-13;2025-03-31;1;Imóveis para venda em construção;Kalea Jardins;Não se aplica;Não se aplica;2025;
35.725.659/0001-90;2025-03-31;1;Imóveis para renda em construção;COND COM QUINTINO BOCAIUVA;A obra não iniciou, está em fase de aprovação de projeto na prefeitura protocolado em fev/2021.;Não se aplica.;2025;
36.673.421/0001-20;2025-03-31;1;Imóveis para venda em construção;Não há;Não há;Não há;2025;
38.293.897/0001-61;2025-03-31;1;Imóveis para venda em construção;Jardim Petrella Brooklin;Não Aplicável;Não Aplicável;2025;
39.347.413/0001-82;2025-03-31;1;Imóveis para renda em construção;Hospital Unimed Campina Grande;Em 20/02/2025 havíamos informado que o novo cronograma apresentado pela construtora o qual previa a conclusão da obra em 28/02/2025 dificilmente seria cumprido, como de fato não foi.  De acordo com a Gerenciadora da obra, o avanço físico em 31/05/2025 era de 99,6% e a expectativa para conclusão da obra passou a ser 30/04/2025.  O que ocorre é que existem diversas pendências que precisam ser sanadas pela Construtora para que a obra posse ser efetivamente concluída.;Em 21/11/2023 foi formalizado o 2 anditamento ao contrato de construção para formalizar o acordo por meio do qual a UNIMED CAMPINA GRANDE assumiu a responsabilidade pelo pagamento de um custo adicional no valor de R$ 12.000.000,00. O valor adicional foi pleiteado pela construtora alegando que o orçamento por ela apresentado continha erros, de sua exclusiva responsabilidade, mas que para viabilizar a conclusão da obra seria necessário o pagamento do custo adicional. Além disso, afirmou que durante a execução da obra identificou a necessidade de alterações de projetos motivadas por incompatibilidades, o que também estaria impactando no custo da  obra. O valor do custo adicional será pago pela UNIMED diretamente aos fornecedores de materias e serviços para obra, não impactando o fluxo de caixa do Fundo.  Quanto ao desvio entre o avanço físico e o avanço financeiro, é importante destacar que tal desvio decorre da contratação de insumos por meio de faturamento direto. .;2025;
40.010.015/0001-55;2025-03-31;1;Imóveis para renda em construção;informação não apresentada;informação não apresentada;informação não apresentada;2025;
40.041.723/0001-53;2025-03-31;1;Imóveis para renda em construção;Cyrela For You;Não se aplica;Não se aplica;2025;
40.041.723/0001-53;2025-03-31;1;Imóveis para renda em construção;Cyrela On The Parc By Yoo;Não se aplica;Não se aplica;2025;
40.041.723/0001-53;2025-03-31;1;Imóveis para renda em construção;Atmosfera Vila Mariana;Não se aplica;Não se aplica;2025;
40.041.723/0001-53;2025-03-31;1;Imóveis para renda em construção;Iconyc;Não se aplica;Não se aplica;2025;
41.081.336/0001-03;2025-03-31;1;Imóveis para renda em construção;;;;2025;
41.081.356/0001-84;2025-03-31;1;Imóveis para venda em construção;Avenida Indianópolis, 70 Moema;;;2025;
41.088.458/0001-21;2025-03-31;1;Imóveis para venda em construção;Kalea Jardins;Não se aplica;Não se aplica;2025;
41.114.606/0001-35;2025-03-31;1;Imóveis para renda em construção;Hospital Unimed Maceió;"Por meio do Fato Relevante (FR) divulgado em 25/11/2024 havíamos informado quanto ao impasse envolvendo a aprovação dos pleitos de aditivos apresentados pela construtora que, após analisados pela Gerenciadora da obra foram enviados para aprovação da Unimed Maceió. Posteriormente em 06/12/2024 divulgamos novo FR informando sobre a formalização de um acordo de Standstill, no período de 02/12/2024 até 28/02/2025 (""Período de Standstill""), com o objetivo de permitir que as Partes entrem em consenso quanto às responsabilidades pelos pleitos apresentados pela Construtora. Ocorre que apesar de avanços na análise dos pleitos restaram pendentes diversas questões sem consenso entre a partes. Assim, em 10/04/2025 divulgamos FR informando que o acordo de Standstill não foi renovado e que o Fundo está mantendo tratativas com a construtora com o objetivo de garantir a continuidade da obra e minimizar eventuais prejuízos decorrentes do atraso. Na oportunidade também informamos que a construtora apresentou novo cronograma com previsão de entrega da obra em 28/08/2026. A Administradora em conjunto com sua assessoria jurídica, está avaliando as melhores alternativas para possibilitar um entendimento entre as partes envolvidas e viabilizar a conclusão do projeto dentro do novo cronograma previsto, zelando pela segurança jurídica, viabilidade financeira e pelo melhor interesse dos cotistas. Manteremos o mercado informado sobre os próximos desdobramentos.";Não se aplica;2025;
41.325.993/0001-59;2025-03-31;1;Imóveis para venda em construção;não se aplica;;;2025;
41.978.154/0001-30;2025-03-31;1;Imóveis para venda em construção;GRAND QUARTIER;;;2025;
42.273.290/0001-97;2025-03-31;1;Imóveis para venda em construção;Alma Ipanema;;;2025;
42.273.290/0001-97;2025-03-31;1;Imóveis para venda em construção;Dona Delfina;;;2025;
42.273.290/0001-97;2025-03-31;1;Imóveis para venda em construção;Vista Ipanema;;;2025;
42.273.290/0001-97;2025-03-31;1;Imóveis para venda em construção;PRUDENTE 786;;;2025;
42.869.892/0001-01;2025-03-31;1;Imóveis para venda em construção;GUARAMOMIS;;;2025;
43.617.647/0001-70;2025-03-31;1;Imóveis para renda em construção;não se aplica;não se aplica;não se aplica;2025;
43.862.625/0001-75;2025-03-31;1;Imóveis para venda em construção;Basílio 177;Até outubro/23 foram realizados serviços preliminares de demolição e desmontagem interna, por se tratar de um retrofit. Tais serviços não foram contemplados no percentual de evolução física de obra. O início de obras ocorreu em novembro/23, conforme previsto. Devido à compatibilização de determinadas etapas dos projetos executivos, e devido a ajustes no efetivo de mão de obra entre o final de 2024 e início de 2025 (período de festas e férias) foi necessário o replanejamento de alguns serviços, de forma que a evolução física ficou abaixo do previsto. O replanejamento contempla a compensação de tal defasagem de forma que o prazo de entrega da obra será mantido. O Habite-se está previsto para julho-agosto/25, sendo que há serviços gerais previstos para conclusão nos meses subsequentes ao habite-se.;NÃO INCORRERAM CUSTOS SUPERIORES AO PREVISTO.A evolução física não inclui a demolição. Porém, por uma questão de planejamento e acompanhamento de fluxo de caixa, a evoluçõo dos custos acima indicada inclui os custos de demolição.;2025;
46.157.348/0001-98;2025-03-31;1;Imóveis para renda em construção;YOUR OSCAR FREIRE;;;2025;
46.157.348/0001-98;2025-03-31;1;Imóveis para renda em construção;HELBOR VILA OLIMPIA HOME & STY;;;2025;
46.157.348/0001-98;2025-03-31;1;Imóveis para renda em construção;PATTEO KLABIN;;;2025;
47.136.369/0001-90;2025-03-31;1;Imóveis para venda em construção;Basílio, 177;Até outubro/2023 foram realizados serviços preliminares de demolição e desmontagem interna, por se tratar de um retrofit. Tais serviços não foram contemplados no percentual de evolução física de obra. O início de obras ocorreu em novembro/2023, conforme previsto. Devido à compatibilização de determinadas etapas dos projetos executivos, foi necessário o replanejamento de alguns serviços, de forma que a evolução física ficou abaixo do previsto. O replanejamento contempla a compensação de tal defasagem nos meses subsequentes. O prazo de entrega da obra será mantido.;Não incorreram custos superiores ao previsto. A evolução fisica não inclui a demolição. Porém, por uma questão de planejamento e acompanhamento de fluxo de caixa, a evolução dos custos acima indicada inclui os custos de demolição;2025;
50.399.189/0001-05;2025-03-31;1;Imóveis para venda em construção;;;;2025;
50.399.189/0001-05;2025-06-30;1;Imóveis para venda em construção;;;;2025;
50.569.855/0001-06;2025-03-31;1;Imóveis para renda em construção;;;;2025;
50.750.438/0001-65;2025-03-31;1;Imóveis para venda em construção;You Oscar - Unidades 2402;;;2025;
50.750.438/0001-65;2025-03-31;1;Imóveis para venda em construção;You Oscar - Unidades 2601;;;2025;
50.750.438/0001-65;2025-03-31;1;Imóveis para venda em construção;You Oscar - Unidades 2801;;;2025;
50.750.438/0001-65;2025-03-31;1;Imóveis para venda em construção;You Oscar - Unidades 2201;;;2025;
50.876.919/0001-11;2025-03-31;1;Imóveis para renda em construção;APTO 502 TORRE 2;evolucao conforme o previsto;custos conforme previsto;2025;
50.876.919/0001-11;2025-03-31;1;Imóveis para renda em construção;APTO 501 TORRE 2;evolucao conforme o previsto;custos conforme previsto;2025;
50.876.919/0001-11;2025-03-31;1;Imóveis para renda em construção;APTO 1201;evolucao conforme o previsto;custos conforme previsto;2025;
50.876.919/0001-11;2025-03-31;1;Imóveis para renda em construção;APTO 302 TORRE 2;evolucao conforme o previsto;custos conforme previsto;2025;
50.876.919/0001-11;2025-03-31;1;Imóveis para renda em construção;APTO 501 TORRE 4;evolucao conforme o previsto;custos conforme previsto;2025;
50.876.919/0001-11;2025-03-31;1;Imóveis para renda em construção;APTO  702 TIPO 2;evolucao conforme o previsto;custos conforme previsto;2025;
50.876.919/0001-11;2025-03-31;1;Imóveis para renda em construção;APTO 1902 TORRE 3;evolucao conforme o previsto;custos conforme previsto;2025;
50.876.919/0001-11;2025-03-31;1;Imóveis para renda em construção;APTO 1203 TORRE 2;evolucao conforme o previsto;custos conforme previsto;2025;
50.957.247/0001-79;2025-03-31;1;Imóveis para renda em construção;ESTRADA DO GANCHINHO;;;2025;
50.957.247/0001-79;2025-03-31;1;Imóveis para renda em construção;XV NOVEMBRO - RIO NEGRO;;;2025;
50.957.247/0001-79;2025-03-31;1;Imóveis para renda em construção;JOAO_LUIZ_M_COUTINHO;;;2025;
50.957.247/0001-79;2025-03-31;1;Imóveis para renda em construção;AV PORTUGAL;;;2025;
50.957.247/0001-79;2025-03-31;1;Imóveis para renda em construção;ANITA GARIBALDI;;;2025;
51.870.412/0001-13;2025-03-31;1;Imóveis para venda em construção;Stillo Barra - AGER;A defasagem entre o total previsto e realizado é reflexo das dificuldades iniciais para remoção de desmonte de rochas no terreno, não recuperado ao longo da obra.;;2025;
51.870.412/0001-13;2025-03-31;1;Imóveis para venda em construção;Condomínio Wish 675 - EBM;Obra iniciada com atraso de 60 dias.;;2025;
51.870.412/0001-13;2025-03-31;1;Imóveis para venda em construção;Residencial Aquarela Habitat;;Obra adiantada.;2025;
51.870.412/0001-13;2025-03-31;1;Imóveis para venda em construção;Derby Central - Max Plural;O atraso é reflexo de início tardio de execução das fundações, agravado pelo baixo desempenho em dezembro em função do calendário reduzido (festas de fim de ano).;;2025;
51.870.412/0001-13;2025-03-31;1;Imóveis para venda em construção;Duo Living Complex - Catamarã;Pequeno atraso em relação ao cronograma, mas recuperável nesse estágio da obra;;2025;
51.870.412/0001-13;2025-03-31;1;Imóveis para venda em construção;Icon Residenc Club - Longitude;;;2025;
51.870.412/0001-13;2025-03-31;1;Imóveis para venda em construção;Haia Boa Vista - GRM;Em novembro, refletindo a partir de dezembro, a construtora replanejou o cronograma da obra com objetivo em manter o prazo de entrega.;;2025;
51.870.412/0001-13;2025-03-31;1;Imóveis para venda em construção;Sky Pinheiros - AAM;;;2025;
51.870.412/0001-13;2025-03-31;1;Imóveis para venda em construção;Gafisa - Evolve Vila Mariana;Obra teve dificuldade de execução na estrutura, prejudicando avanço nas demais etapas.;;2025;
51.870.412/0001-13;2025-03-31;1;Imóveis para venda em construção;Green View - Patrimônio;A construtora replanejou a obra, postergando a entrega final para 31/10/2025, dentro do prazo máximo de tolerância;;2025;
51.870.412/0001-13;2025-03-31;1;Imóveis para venda em construção;Coral Gables - Vetter;Obra replanejada;Obra adiantada;2025;
51.870.412/0001-13;2025-03-31;1;Imóveis para venda em construção;Vista Madalena By You, Inc;O atraso é devido à dificuldade de montagem e concretagem das grandes áreas de embasamento do emrpeendimento.;;2025;
51.870.412/0001-13;2025-03-31;1;Imóveis para venda em construção;Unlimited - Oscar Freire - Youi, Inc;;Obra adiantada.;2025;
51.870.412/0001-13;2025-03-31;1;Imóveis para venda em construção;Residencial Aldana Jardim - Maximo Aldana;;;2025;
51.870.412/0001-13;2025-03-31;1;Imóveis para venda em construção;Edifício Gibran;Obra em finalização. Atraso ocorreu por lentidão em execução de concretagem que não foi recuperada ao longo da obra.;;2025;
51.870.412/0001-13;2025-03-31;1;Imóveis para venda em construção;Residencial Habitat Zoe;Atraso é reflexo do início tardio da obra (30 dias após o previsto), refletindo no andamento normal.;;2025;
51.870.412/0001-13;2025-03-31;1;Imóveis para venda em construção;Varandas Joy - Realiza;Pequeno atraso em relação ao cronograma, porém recuperável. Período chuvoso dificultou execução de terraplanagem e fundações.;;2025;
51.870.412/0001-13;2025-03-31;1;Imóveis para venda em construção;José Antonio Bortolotto - MGB;O atraso da obra é devido ao longo período chuvoso na região, o que paralisou a concretagem, consequentemente desmontagem e montagem das formas das edificações seguintes.;;2025;
51.870.412/0001-13;2025-03-31;1;Imóveis para venda em construção;Residencial Vida Habitat;;Obra concluída;2025;
51.870.412/0001-13;2025-03-31;1;Imóveis para venda em construção;Seven Living - Maximo Aldana;Atraso em função de período chuvoso - obra em fase de fundação e escavação;;2025;
52.324.762/0001-47;2025-03-31;1;Imóveis para renda em construção;0;0;0;2025;
52.324.762/0001-47;2025-06-30;1;Imóveis para renda em construção;0;0;0;2025;
53.251.006/0001-06;2025-03-31;1;Imóveis para renda em construção;Casa Jardins Jaú;A evolução está ocorrendo conforme o previsto;A evolução está ocorrendo conforme o previsto;2025;
53.645.729/0001-81;2025-06-30;1;Imóveis para venda em construção;Rua Enxovia - Vila São Francisco - São Paulo,;;;2025;
53.645.729/0001-81;2025-06-30;1;Imóveis para venda em construção;Rua Funchal, nº 65, Vila Olímpia, São Paulo/SP;;;2025;
53.645.729/0001-81;2025-06-30;1;Imóveis para venda em construção;Rua Otto Boehm - Joinville -SC;;;2025;
55.089.373/0001-72;2025-03-31;1;Imóveis para renda em construção;Informação não apresentada;Informação não apresentada;Informação não apresentada;2025;
55.307.025/0001-24;2025-03-31;1;Imóveis para renda em construção;;;;2025;
55.435.378/0001-00;2025-03-31;1;Imóveis para renda em construção;;;;2025;
55.435.378/0001-00;2025-06-30;1;Imóveis para renda em construção;;;;2025;
55.985.307/0001-80;2025-03-31;1;Imóveis para renda em construção;HELBOR PATTEO KLABIN;Imóvel em construção;Imóvel em construção;2025;
57.495.006/0001-02;2025-03-31;1;Imóveis para venda em construção;Imóvel Angélica;O projeto ainda está em desenvolvimento e aprovação. Portanto, ainda não há previsão de início de obras.;;2025;
57.882.804/0001-89;2025-03-31;1;Imóveis para renda em construção;Não se aplica;Não se aplica;Não se aplica;2025;
58.372.239/0001-72;2025-03-31;1;Imóveis para renda em construção;;;;2025;
;2017-03-31;1;Imóveis para renda em construção;Miguel Couto;Obra foi embargada pelo IRPH por um entendimento de que a obra não estava de acordo com o projeto.;Não se aplica;2017;01.235.622/0001-61
;2017-03-31;1;Imóveis para renda em construção;Metropolitan;Atraso no serviço de execução de drywall.;Não se aplica;2017;01.235.622/0001-61
;2017-06-30;1;Imóveis para renda em construção;Miguel Couto;Obra foi embargada pelo IRPH por um entendimento de que a obra não estava de acordo com o projeto.;Não se aplica;2017;01.235.622/0001-61
;2017-09-29;2;Imóveis para venda em construção;Rua José Alexandre Buaiz, 230, Enseada do Suá, Vitória - ES;Não há atrasos relacionados a está obra;Os custos estão dentro do orçado;2017;01.235.622/0001-61
;2017-09-29;2;Imóveis para renda em construção;Miguel Couto;Obra foi embargada pelo IRPH por um entendimento de que a obra não estava de acordo com o projeto.;Não se aplica;2017;01.235.622/0001-61
;2017-12-29;2;Imóveis para renda em construção;Miguel Couto;Obra foi embargada pelo IRPH por um entendimento de que a obra não estava de acordo com o projeto.;Não se aplica;2017;01.235.622/0001-61
;2017-12-29;2;Imóveis para venda em construção;Rua José Alexandre Buaiz, 230, Enseada do Suá, Vitória - ES;Não há atrasos relacionados a está obra;Os custos estão dentro do orçado;2017;01.235.622/0001-61
;2017-12-31;1;Imóveis para renda em construção;ED MORUMBI PARK;Não há;Não há;2017;03.683.056/0001-86
;2017-03-31;1;Imóveis para renda em construção;Laboratório de Fluidos;;;2017;03.855.441/0001-63
;2017-06-30;1;Imóveis para renda em construção;Laboratório de Fluidos;;;2017;03.855.441/0001-63
;2017-09-30;1;Imóveis para renda em construção;Laboratório de Fluidos;;;2017;03.855.441/0001-63
;2017-12-31;1;Imóveis para renda em construção;Laboratório de Fluidos;;;2017;03.855.441/0001-63
;2017-03-31;1;Imóveis para renda em construção;Não Aplicavel;Não Aplicavel;Não Aplicavel;2017;07.583.627/0001-61
;2017-06-30;1;Imóveis para renda em construção;Não Aplicavel;Não Aplicavel;Não Aplicavel;2017;07.583.627/0001-61
;2017-09-30;1;Imóveis para renda em construção;Não Aplicavel;Não Aplicavel;Não Aplicavel;2017;07.583.627/0001-61
;2017-12-31;1;Imóveis para renda em construção;Não Aplicavel;Não Aplicavel;Não Aplicavel;2017;07.583.627/0001-61
;2017-12-31;1;Imóveis para venda em construção;Não aplicavel;Não aplicavel;Não aplicavel;2017;07.583.627/0001-61
;2017-03-31;1;Imóveis para renda em construção;Power Shopping Centerminas;O andamento das atividades são planejadas de acordo com premissas de receitas, cujos valores estimados não aconteceram conforme previsto, fato que acarretou o atraso no andamento físico da obra.;Não se aplica;2017;11.044.355/0001-07
;2017-06-30;1;Imóveis para renda em construção;Power Shopping Centerminas;O andamento das atividades são planejadas de acordo com premissas de receitas, cujos valores estimados não aconteceram conforme previsto, fato que acarretou o atraso no andamento físico da obra.;Não se aplica;2017;11.044.355/0001-07
;2017-09-30;1;Imóveis para renda em construção;Power Shopping Centerminas;O andamento das atividades são planejadas de acordo com premissas de receitas, cujos valores estimados não aconteceram conforme previsto, fato que acarretou o atraso no andamento físico da obra.;Não se aplica;2017;11.044.355/0001-07
;2017-12-31;2;Imóveis para renda em construção;Power Shopping Centerminas;O andamento das atividades são planejadas de acordo com premissas de receitas, cujos valores estimados não aconteceram conforme previsto, fato que acarretou o atraso no andamento físico da obra.;Não se aplica;2017;11.044.355/0001-07
;2017-03-31;1;Imóveis para renda em construção;Ag. Raposo;imóvel em processo de orçamento;não há;2017;12.681.340/0001-04
;2017-03-31;1;Imóveis para renda em construção;Ag. Parque Boturussu;imóvel acabado, pendente apenas a vistoria do locatário;não há;2017;12.681.340/0001-04
;2017-06-30;1;Imóveis para renda em construção;Ag. Raposo;imóvel em processo de orçamento;não há;2017;12.681.340/0001-04
;2017-06-30;1;Imóveis para renda em construção;Ag. Parque Boturussu;imóvel acabado, pendente apenas a vistoria do locatário;não há;2017;12.681.340/0001-04
;2017-09-30;1;Imóveis para renda em construção;Ag. Raposo;imóvel em processo de orçamento;não há;2017;12.681.340/0001-04
;2017-12-31;1;Imóveis para renda em construção;Ag. Raposo;imóvel em processo de orçamento;não há;2017;12.681.340/0001-04
;2017-06-30;1;Imóveis para renda em construção;Imóvel 4;Não se aplica;Não se aplica;2017;12.811.222/0001-73
;2017-06-30;1;Imóveis para renda em construção;Imóvel 5;Não se aplica;Não se aplica;2017;12.811.222/0001-73
;2017-06-30;1;Imóveis para renda em construção;Imóvel 1;Não se aplica;Não se aplica;2017;12.811.222/0001-73
;2017-06-30;1;Imóveis para renda em construção;Imóvel 3;Não se aplica;Não se aplica;2017;12.811.222/0001-73
;2017-06-30;1;Imóveis para renda em construção;Imóvel 2;Não se aplica;Não se aplica;2017;12.811.222/0001-73
;2017-09-29;1;Imóveis para renda em construção;Imóvel 3;Não se aplica;Não se aplica;2017;12.811.222/0001-73
;2017-09-29;1;Imóveis para renda em construção;Imóvel 4;Não se aplica;Não se aplica;2017;12.811.222/0001-73
;2017-09-29;1;Imóveis para renda em construção;Imóvel 2;Não se aplica;Não se aplica;2017;12.811.222/0001-73
;2017-09-29;1;Imóveis para renda em construção;Imóvel 1;Não se aplica;Não se aplica;2017;12.811.222/0001-73
;2017-09-29;1;Imóveis para renda em construção;Imóvel 5;Não se aplica;Não se aplica;2017;12.811.222/0001-73
;2017-12-29;1;Imóveis para renda em construção;Imóvel 3;Não se aplica;Não se aplica;2017;12.811.222/0001-73
;2017-12-29;1;Imóveis para renda em construção;Imóvel 4;Não se aplica;Não se aplica;2017;12.811.222/0001-73
;2017-12-29;1;Imóveis para renda em construção;Imóvel 2;Não se aplica;Não se aplica;2017;12.811.222/0001-73
;2017-12-29;1;Imóveis para renda em construção;Imóvel 5;Não se aplica;Não se aplica;2017;12.811.222/0001-73
;2017-12-29;1;Imóveis para renda em construção;Imóvel 1;Não se aplica;Não se aplica;2017;12.811.222/0001-73
;2017-03-31;3;Imóveis para renda em construção;Edifício Administrativo Natura São Paulo;;;2017;12.978.943/0001-72
;2017-06-30;1;Imóveis para renda em construção;Edifício Administrativo Natura São Paulo;;;2017;12.978.943/0001-72
;2017-09-30;2;Imóveis para renda em construção;Edifício Administrativo Natura São Paulo;;;2017;12.978.943/0001-72
;2017-12-29;1;Imóveis para renda em construção;Edifício Administrativo Natura São Paulo;;;2017;12.978.943/0001-72
;2017-03-31;2;Imóveis para renda em construção;JPL L´Oréal;Atraso de obra em relação ao inicialmente projetado, porém sem prejuízo na data prevista para conclusão.;O FII PM não arca com custo de construção.;2017;12.989.974/0001-29
;2017-03-31;2;Imóveis para venda em construção;Porto Vida Residencial;A obra encontra-se paralisada e o cronograma sob revisão.;O FII PM não arca com custo de construção.;2017;12.989.974/0001-29
;2017-03-31;2;Imóveis para renda em construção;Pátio da Marítima;Atraso de obra em relação ao inicialmente projetado, porém sem prejuízo na data prevista para conclusão.;O FII PM não arca com custo de construção.;2017;12.989.974/0001-29
;2017-03-31;2;Imóveis para renda em construção;Porto Vista;A obra encontra-se paralisada e o cronograma sob revisão.;O FII PM não arca com custo de construção.;2017;12.989.974/0001-29
;2017-06-30;2;Imóveis para renda em construção;Porto Vista;A obra encontra-se paralisada e o cronograma sob revisão.;O FII PM não arca com custo de construção.;2017;12.989.974/0001-29
;2017-06-30;2;Imóveis para venda em construção;Porto Vida Residencial;A obra encontra-se paralisada e o cronograma sob revisão.;O FII PM não arca com custo de construção.;2017;12.989.974/0001-29
;2017-06-30;2;Imóveis para renda em construção;JPL L´Oréal;Atraso de obra em relação ao inicialmente projetado, porém sem prejuízo na data prevista para conclusão.;O FII PM não arca com custo de construção.;2017;12.989.974/0001-29
;2017-06-30;2;Imóveis para renda em construção;Pátio da Marítima;Atraso de obra em relação ao inicialmente projetado, porém sem prejuízo na data prevista para conclusão.;O FII PM não arca com custo de construção.;2017;12.989.974/0001-29
;2017-09-30;2;Imóveis para venda em construção;Porto Vida Residencial;A obra encontra-se paralisada e o cronograma sob revisão.;O FII PM não arca com custo de construção.;2017;12.989.974/0001-29
;2017-09-30;2;Imóveis para renda em construção;Porto Vista;A obra encontra-se paralisada e o cronograma sob revisão.;O FII PM não arca com custo de construção.;2017;12.989.974/0001-29
;2017-09-30;2;Imóveis para renda em construção;Pátio da Marítima;Atraso de obra em relação ao inicialmente projetado, porém sem prejuízo na data prevista para conclusão.;O FII PM não arca com custo de construção.;2017;12.989.974/0001-29
